"group","county_fips","State","County_Name","RUCC_2013","lat_rounded","lng_rounded","oc_formatted","lat_rounded_fc","lng_rounded_fc"
"control",37057,"NC","Davidson County",2,35.795,-80.215,NA,NA,NA
"control",37059,"NC","Davie County",2,35.935,-80.545,NA,NA,NA
"control",37081,"NC","Guilford County",2,36.085,-79.795,NA,NA,NA
"control",37087,"NC","Haywood County",2,35.555,-82.985,NA,NA,NA
"control",37089,"NC","Henderson County",2,35.335,-82.475,NA,NA,NA
"control",37093,"NC","Hoke County",2,35.015,-79.235,NA,NA,NA
"control",37115,"NC","Madison County",2,35.865,-82.705,NA,NA,NA
"control",37129,"NC","New Hanover County",2,34.225,-77.885,NA,NA,NA
"control",37135,"NC","Orange County",2,36.065,-79.115,NA,NA,NA
"control",37141,"NC","Pender County",2,34.525,-77.905,NA,NA,NA
"control",37145,"NC","Person County",2,36.395,-78.965,NA,NA,NA
"control",37151,"NC","Randolph County",2,35.715,-79.805,NA,NA,NA
"control",37157,"NC","Rockingham County",2,36.395,-79.775,NA,NA,NA
"control",37169,"NC","Stokes County",2,36.405,-80.235,NA,NA,NA
"control",37197,"NC","Yadkin County",2,36.155,-80.665,NA,NA,NA
"control",39019,"OH","Carroll County",2,40.585,-81.085,NA,NA,NA
"control",39051,"OH","Fulton County",2,41.605,-84.125,NA,NA,NA
"control",39057,"OH","Greene County",2,39.695,-83.885,NA,NA,NA
"control",39087,"OH","Lawrence County",2,38.605,-82.535,NA,NA,NA
"control",39095,"OH","Lucas County",2,41.625,-83.655,NA,NA,NA
"control",39099,"OH","Mahoning County",2,41.015,-80.775,NA,NA,NA
"control",39109,"OH","Miami County",2,40.055,-84.225,NA,NA,NA
"control",39133,"OH","Portage County",2,41.175,-81.195,NA,NA,NA
"control",39155,"OH","Trumbull County",2,41.315,-80.765,NA,NA,NA
"control",40037,"OK","Creek County",2,35.905,-96.365,NA,NA,NA
"control",40079,"OK","Le Flore County",2,34.905,-94.705,NA,NA,NA
"control",40111,"OK","Okmulgee County",2,35.645,-95.965,NA,NA,NA
"control",40113,"OK","Osage County",2,36.635,-96.395,NA,NA,NA
"control",40117,"OK","Pawnee County",2,36.315,-96.695,NA,NA,NA
"control",40131,"OK","Rogers County",2,36.365,-95.605,NA,NA,NA
"control",40135,"OK","Sequoyah County",2,35.495,-94.755,NA,NA,NA
"control",40145,"OK","Wagoner County",2,35.965,-95.515,NA,NA,NA
"control",41039,"OR","Lane County",2,43.945,-122.845,NA,NA,NA
"control",41053,"OR","Polk County",2,44.905,-123.415,NA,NA,NA
"control",42025,"PA","Carbon County",2,40.925,-75.705,NA,NA,NA
"control",42043,"PA","Dauphin County",2,40.415,-76.775,NA,NA,NA
"control",42049,"PA","Erie County",2,41.995,-80.035,NA,NA,NA
"control",42071,"PA","Lancaster County",2,40.045,-76.245,NA,NA,NA
"control",42085,"PA","Mercer County",2,41.305,-80.265,NA,NA,NA
"control",42099,"PA","Perry County",2,40.405,-77.265,NA,NA,NA
"control",42131,"PA","Wyoming County",2,41.525,-76.015,NA,NA,NA
"control",45003,"SC","Aiken County",2,33.545,-81.635,NA,NA,NA
"control",45007,"SC","Anderson County",2,34.525,-82.635,NA,NA,NA
"control",45015,"SC","Berkeley County",2,33.205,-79.945,NA,NA,NA
"control",45017,"SC","Calhoun County",2,33.675,-80.775,NA,NA,NA
"control",45019,"SC","Charleston County",2,32.835,-79.945,NA,NA,NA
"control",45035,"SC","Dorchester County",2,33.085,-80.405,NA,NA,NA
"control",45037,"SC","Edgefield County",2,33.775,-81.965,NA,NA,NA
"control",45039,"SC","Fairfield County",2,34.395,-81.115,NA,NA,NA
"control",45045,"SC","Greenville County",2,34.895,-82.365,NA,NA,NA
"control",45051,"SC","Horry County",2,33.925,-78.995,NA,NA,NA
"control",45055,"SC","Kershaw County",2,34.345,-80.585,NA,NA,NA
"control",45059,"SC","Laurens County",2,34.485,-82.005,NA,NA,NA
"control",45077,"SC","Pickens County",2,34.895,-82.725,NA,NA,NA
"control",45079,"SC","Richland County",2,34.025,-80.905,NA,NA,NA
"control",45081,"SC","Saluda County",2,34.005,-81.725,NA,NA,NA
"control",45087,"SC","Union County",2,34.695,-81.615,NA,NA,NA
"control",47001,"TN","Anderson County",2,36.115,-84.195,NA,NA,NA
"control",47013,"TN","Campbell County",2,36.405,-84.145,NA,NA,NA
"control",47057,"TN","Grainger County",2,36.275,-83.505,NA,NA,NA
"control",47073,"TN","Hawkins County",2,36.445,-82.945,NA,NA,NA
"control",47093,"TN","Knox County",2,35.995,-83.935,NA,NA,NA
"control",47105,"TN","Loudon County",2,35.735,-84.305,NA,NA,NA
"control",47115,"TN","Marion County",2,35.135,-85.615,NA,NA,NA
"control",47129,"TN","Morgan County",2,36.135,-84.645,NA,NA,NA
"control",47145,"TN","Roane County",2,35.855,-84.525,NA,NA,NA
"control",47153,"TN","Sequatchie County",2,35.365,-85.405,NA,NA,NA
"control",47163,"TN","Sullivan County",2,36.515,-82.305,NA,NA,NA
"control",47173,"TN","Union County",2,36.295,-83.835,NA,NA,NA
"control",48007,"TX","Aransas County",2,28.125,-96.995,NA,NA,NA
"control",48011,"TX","Armstrong County",2,34.965,-101.355,NA,NA,NA
"control",48027,"TX","Bell County",2,31.045,-97.475,NA,NA,NA
"control",48061,"TX","Cameron County",2,26.135,-97.515,NA,NA,NA
"control",48065,"TX","Carson County",2,35.405,-101.355,NA,NA,NA
"control",48099,"TX","Coryell County",2,31.395,-97.795,NA,NA,NA
"control",48107,"TX","Crosby County",2,33.615,-101.295,NA,NA,NA
"control",48145,"TX","Falls County",2,31.255,-96.935,NA,NA,NA
"control",48199,"TX","Hardin County",2,30.335,-94.385,NA,NA,NA
"control",48215,"TX","Hidalgo County",2,26.395,-98.175,NA,NA,NA
"control",48229,"TX","Hudspeth County",2,31.455,-105.385,NA,NA,NA
"control",48245,"TX","Jefferson County",2,29.885,-94.165,NA,NA,NA
"control",48281,"TX","Lampasas County",2,31.195,-98.235,NA,NA,NA
"control",48303,"TX","Lubbock County",2,33.615,-101.815,NA,NA,NA
"control",48305,"TX","Lynn County",2,33.175,-101.815,NA,NA,NA
"control",48351,"TX","Newton County",2,30.785,-93.745,NA,NA,NA
"control",48355,"TX","Nueces County",2,27.725,-97.605,NA,NA,NA
"control",48359,"TX","Oldham County",2,35.405,-102.605,NA,NA,NA
"control",48361,"TX","Orange County",2,30.125,-93.895,NA,NA,NA
"control",48375,"TX","Potter County",2,35.405,-101.895,NA,NA,NA
"control",48409,"TX","San Patricio County",2,28.015,-97.515,NA,NA,NA
"control",48479,"TX","Webb County",2,27.765,-99.325,NA,NA,NA
"control",49003,"UT","Box Elder County",2,41.525,-113.075,NA,NA,NA
"control",49011,"UT","Davis County",2,40.995,-112.105,NA,NA,NA
"control",49023,"UT","Juab County",2,39.705,-112.785,NA,NA,NA
"control",49029,"UT","Morgan County",2,41.095,-111.575,NA,NA,NA
"control",49049,"UT","Utah County",2,40.115,-111.665,NA,NA,NA
"control",49057,"UT","Weber County",2,41.275,-111.915,NA,NA,NA
"control",51009,"VA","Amherst County",2,37.605,-79.145,NA,NA,NA
"control",51011,"VA","Appomattox County",2,37.365,-78.805,NA,NA,NA
"control",51019,"VA","Bedford County",2,37.315,-79.525,NA,NA,NA
"control",51023,"VA","Botetourt County",2,37.555,-79.805,NA,NA,NA
"control",51031,"VA","Campbell County",2,37.205,-79.095,NA,NA,NA
"control",51045,"VA","Craig County",2,37.475,-80.205,NA,NA,NA
"control",51067,"VA","Franklin County",2,36.995,-79.875,NA,NA,NA
"control",51161,"VA","Roanoke County",2,37.275,-80.065,NA,NA,NA
"control",51169,"VA","Scott County",2,36.715,-82.605,NA,NA,NA
"control",51191,"VA","Washington County",2,36.725,-81.955,NA,NA,NA
"control",51515,"VA","Bedford city",2,NA,NA,NA,NA,NA
"control",51520,"VA","Bristol city",2,36.615,-82.155,NA,NA,NA
"control",51680,"VA","Lynchburg city",2,37.405,-79.185,NA,NA,NA
"control",51770,"VA","Roanoke city",2,37.285,-79.955,NA,NA,NA
"control",51775,"VA","Salem city",2,37.285,-80.055,NA,NA,NA
"control",53005,"WA","Benton County",2,46.245,-119.505,NA,NA,NA
"control",53035,"WA","Kitsap County",2,47.615,-122.675,NA,NA,NA
"control",53051,"WA","Pend Oreille County",2,48.535,-117.275,NA,NA,NA
"control",53065,"WA","Stevens County",2,48.405,-117.855,NA,NA,NA
"control",53067,"WA","Thurston County",2,46.925,-122.835,NA,NA,NA
"control",54003,"WV","Berkeley County",2,39.465,-78.025,NA,NA,NA
"control",54011,"WV","Cabell County",2,38.425,-82.235,NA,NA,NA
"control",54043,"WV","Lincoln County",2,38.175,-82.065,NA,NA,NA
"control",54079,"WV","Putnam County",2,38.515,-81.905,NA,NA,NA
"control",54099,"WV","Wayne County",2,38.145,-82.425,NA,NA,NA
"control",55021,"WI","Columbia County",2,43.465,-89.335,NA,NA,NA
"control",55031,"WI","Douglas County",2,46.435,-91.915,NA,NA,NA
"control",55045,"WI","Green County",2,42.685,-89.595,NA,NA,NA
"control",55049,"WI","Iowa County",2,43.005,-90.135,NA,NA,NA
"control",55061,"WI","Kewaunee County",2,44.515,-87.615,NA,NA,NA
"control",55083,"WI","Oconto County",2,45.025,-88.265,NA,NA,NA
"control",72003,"PR","Aguada Municipio",2,18.365,-67.175,NA,NA,NA
"control",72005,"PR","Aguadilla Municipio",2,18.465,-67.115,NA,NA,NA
"control",72011,"PR","Anasco Municipio",2,18.295,-67.115,NA,NA,NA
"control",72055,"PR","Guanica Municipio",2,17.985,-66.915,NA,NA,NA
"control",72059,"PR","Guayanilla Municipio",2,18.045,-66.795,NA,NA,NA
"control",72071,"PR","Isabela Municipio",2,18.455,-67.005,NA,NA,NA
"control",72075,"PR","Juana Diaz Municipio",2,18.055,-66.495,NA,NA,NA
"control",72081,"PR","Lares Municipio",2,18.275,-66.865,NA,NA,NA
"control",72099,"PR","Moca Municipio",2,18.385,-67.075,NA,NA,NA
"control",72111,"PR","Penuelas Municipio",2,18.055,-66.715,NA,NA,NA
"control",72113,"PR","Ponce Municipio",2,18.055,-66.615,NA,NA,NA
"control",72117,"PR","Rincon Municipio",2,18.335,-67.225,NA,NA,NA
"control",72131,"PR","San Sebastian Municipio",2,18.325,-66.965,NA,NA,NA
"control",72141,"PR","Utuado Municipio",2,18.275,-66.705,NA,NA,NA
"control",72149,"PR","Villalba Municipio",2,18.135,-66.465,NA,NA,NA
"control",72153,"PR","Yauco Municipio",2,18.075,-66.855,NA,NA,NA
"treatment",47011,"TN","Bradley County",3,35.155,-84.855,"Charleston, Tennessee, United States of America",35.225,-84.715
"control",1003,"AL","Baldwin County",3,30.735,-87.725,NA,NA,NA
"control",1015,"AL","Calhoun County",3,33.775,-85.825,NA,NA,NA
"control",1033,"AL","Colbert County",3,34.705,-87.805,NA,NA,NA
"control",1055,"AL","Etowah County",3,34.045,-86.035,NA,NA,NA
"control",1061,"AL","Geneva County",3,31.095,-85.835,NA,NA,NA
"control",1065,"AL","Hale County",3,32.765,-87.625,NA,NA,NA
"control",1067,"AL","Henry County",3,31.515,-85.235,NA,NA,NA
"control",1069,"AL","Houston County",3,31.155,-85.305,NA,NA,NA
"control",1077,"AL","Lauderdale County",3,34.905,-87.655,NA,NA,NA
"control",1079,"AL","Lawrence County",3,34.525,-87.305,NA,NA,NA
"control",1081,"AL","Lee County",3,32.605,-85.355,NA,NA,NA
"control",1103,"AL","Morgan County",3,34.455,-86.855,NA,NA,NA
"control",1107,"AL","Pickens County",3,33.285,-88.085,NA,NA,NA
"control",1125,"AL","Tuscaloosa County",3,33.295,-87.525,NA,NA,NA
"control",2090,"AK","Fairbanks North Star Borough",3,64.815,-146.555,NA,NA,NA
"control",4003,"AZ","Cochise County",3,31.885,-109.745,NA,NA,NA
"control",4005,"AZ","Coconino County",3,35.845,-111.765,NA,NA,NA
"control",4015,"AZ","Mohave County",3,35.705,-113.755,NA,NA,NA
"control",4025,"AZ","Yavapai County",3,34.605,-112.555,NA,NA,NA
"control",4027,"AZ","Yuma County",3,32.775,-113.905,NA,NA,NA
"control",5025,"AR","Cleveland County",3,33.905,-92.185,NA,NA,NA
"control",5031,"AR","Craighead County",3,35.835,-90.635,NA,NA,NA
"control",5051,"AR","Garland County",3,34.575,-93.145,NA,NA,NA
"control",5069,"AR","Jefferson County",3,34.275,-91.925,NA,NA,NA
"control",5079,"AR","Lincoln County",3,33.965,-91.735,NA,NA,NA
"control",5081,"AR","Little River County",3,33.705,-94.235,NA,NA,NA
"control",5091,"AR","Miller County",3,33.315,-93.885,NA,NA,NA
"control",5111,"AR","Poinsett County",3,35.575,-90.665,NA,NA,NA
"control",6007,"CA","Butte County",3,39.665,-121.595,NA,NA,NA
"control",6025,"CA","Imperial County",3,33.045,-115.365,NA,NA,NA
"control",6031,"CA","Kings County",3,36.075,-119.815,NA,NA,NA
"control",6039,"CA","Madera County",3,37.225,-119.755,NA,NA,NA
"control",6055,"CA","Napa County",3,38.505,-122.325,NA,NA,NA
"control",6089,"CA","Shasta County",3,40.765,-122.035,NA,NA,NA
"control",6101,"CA","Sutter County",3,39.035,-121.695,NA,NA,NA
"control",6115,"CA","Yuba County",3,39.275,-121.345,NA,NA,NA
"control",8077,"CO","Mesa County",3,39.025,-108.465,NA,NA,NA
"control",8101,"CO","Pueblo County",3,38.175,-104.505,NA,NA,NA
"control",10001,"DE","Kent County",3,39.085,-75.565,NA,NA,NA
"control",12005,"FL","Bay County",3,30.265,-85.615,NA,NA,NA
"control",12015,"FL","Charlotte County",3,26.905,-81.905,NA,NA,NA
"control",12017,"FL","Citrus County",3,28.855,-82.475,NA,NA,NA
"control",12045,"FL","Gulf County",3,29.955,-85.225,NA,NA,NA
"control",12055,"FL","Highlands County",3,27.345,-81.335,NA,NA,NA
"control",12061,"FL","Indian River County",3,27.695,-80.605,NA,NA,NA
"control",12091,"FL","Okaloosa County",3,30.695,-86.585,NA,NA,NA
"control",12119,"FL","Sumter County",3,28.705,-82.075,NA,NA,NA
"control",12131,"FL","Walton County",3,30.645,-86.165,NA,NA,NA
"control",13007,"GA","Baker County",3,31.325,-84.445,NA,NA,NA
"control",13025,"GA","Brantley County",3,31.195,-81.975,NA,NA,NA
"control",13027,"GA","Brooks County",3,30.845,-83.575,NA,NA,NA
"control",13059,"GA","Clarke County",3,33.955,-83.365,NA,NA,NA
"control",13079,"GA","Crawford County",3,32.715,-83.985,NA,NA,NA
"control",13095,"GA","Dougherty County",3,31.535,-84.215,NA,NA,NA
"control",13101,"GA","Echols County",3,30.715,-82.895,NA,NA,NA
"control",13115,"GA","Floyd County",3,34.265,-85.215,NA,NA,NA
"control",13127,"GA","Glynn County",3,31.235,-81.545,NA,NA,NA
"control",13139,"GA","Hall County",3,34.315,-83.815,NA,NA,NA
"control",13153,"GA","Houston County",3,32.465,-83.665,NA,NA,NA
"control",13169,"GA","Jones County",3,33.025,-83.555,NA,NA,NA
"control",13173,"GA","Lanier County",3,31.045,-83.065,NA,NA,NA
"control",13177,"GA","Lee County",3,31.785,-84.135,NA,NA,NA
"control",13179,"GA","Liberty County",3,31.835,-81.495,NA,NA,NA
"control",13183,"GA","Long County",3,31.755,-81.745,NA,NA,NA
"control",13185,"GA","Lowndes County",3,30.835,-83.265,NA,NA,NA
"control",13191,"GA","McIntosh County",3,31.495,-81.405,NA,NA,NA
"control",13195,"GA","Madison County",3,34.135,-83.205,NA,NA,NA
"control",13207,"GA","Monroe County",3,33.015,-83.915,NA,NA,NA
"control",13213,"GA","Murray County",3,34.795,-84.745,NA,NA,NA
"control",13219,"GA","Oconee County",3,33.835,-83.435,NA,NA,NA
"control",13221,"GA","Oglethorpe County",3,33.885,-83.075,NA,NA,NA
"control",13225,"GA","Peach County",3,32.575,-83.825,NA,NA,NA
"control",13235,"GA","Pulaski County",3,32.225,-83.475,NA,NA,NA
"control",13273,"GA","Terrell County",3,31.775,-84.435,NA,NA,NA
"control",13289,"GA","Twiggs County",3,32.665,-83.425,NA,NA,NA
"control",13313,"GA","Whitfield County",3,34.805,-84.965,NA,NA,NA
"control",13321,"GA","Worth County",3,31.555,-83.845,NA,NA,NA
"control",15005,"HI","Kalawao County",3,21.175,-156.945,NA,NA,NA
"control",15009,"HI","Maui County",3,20.865,-156.565,NA,NA,NA
"control",16005,"ID","Bannock County",3,42.675,-112.225,NA,NA,NA
"control",16019,"ID","Bonneville County",3,43.395,-111.615,NA,NA,NA
"control",16023,"ID","Butte County",3,43.725,-113.165,NA,NA,NA
"control",16041,"ID","Franklin County",3,42.185,-111.815,NA,NA,NA
"control",16051,"ID","Jefferson County",3,43.825,-112.305,NA,NA,NA
"control",16055,"ID","Kootenai County",3,47.675,-116.695,NA,NA,NA
"control",16069,"ID","Nez Perce County",3,46.325,-116.745,NA,NA,NA
"control",17003,"IL","Alexander County",3,37.195,-89.335,NA,NA,NA
"control",17019,"IL","Champaign County",3,40.145,-88.195,NA,NA,NA
"control",17039,"IL","De Witt County",3,40.175,-88.905,NA,NA,NA
"control",17053,"IL","Ford County",3,40.595,-88.225,NA,NA,NA
"control",17077,"IL","Jackson County",3,37.785,-89.375,NA,NA,NA
"control",17091,"IL","Kankakee County",3,41.135,-87.855,NA,NA,NA
"control",17113,"IL","McLean County",3,40.495,-88.845,NA,NA,NA
"control",17115,"IL","Macon County",3,39.865,-88.955,NA,NA,NA
"control",17129,"IL","Menard County",3,40.025,-89.795,NA,NA,NA
"control",17147,"IL","Piatt County",3,40.015,-88.585,NA,NA,NA
"control",17167,"IL","Sangamon County",3,39.765,-89.655,NA,NA,NA
"control",17183,"IL","Vermilion County",3,40.185,-87.735,NA,NA,NA
"control",17199,"IL","Williamson County",3,37.725,-88.925,NA,NA,NA
"control",18005,"IN","Bartholomew County",3,39.205,-85.895,NA,NA,NA
"control",18007,"IN","Benton County",3,40.605,-87.305,NA,NA,NA
"control",18015,"IN","Carroll County",3,40.585,-86.565,NA,NA,NA
"control",18021,"IN","Clay County",3,39.395,-87.115,NA,NA,NA
"control",18035,"IN","Delaware County",3,40.225,-85.395,NA,NA,NA
"control",18067,"IN","Howard County",3,40.485,-86.115,NA,NA,NA
"control",18091,"IN","LaPorte County",3,41.545,-86.735,NA,NA,NA
"control",18105,"IN","Monroe County",3,39.155,-86.525,NA,NA,NA
"control",18119,"IN","Owen County",3,39.315,-86.835,NA,NA,NA
"control",18153,"IN","Sullivan County",3,39.095,-87.415,NA,NA,NA
"control",18157,"IN","Tippecanoe County",3,40.395,-86.895,NA,NA,NA
"control",18165,"IN","Vermillion County",3,39.855,-87.465,NA,NA,NA
"control",18167,"IN","Vigo County",3,39.435,-87.385,NA,NA,NA
"control",19013,"IA","Black Hawk County",3,42.475,-92.305,NA,NA,NA
"control",19017,"IA","Bremer County",3,42.775,-92.315,NA,NA,NA
"control",19061,"IA","Dubuque County",3,42.475,-90.885,NA,NA,NA
"control",19075,"IA","Grundy County",3,42.405,-92.785,NA,NA,NA
"control",19103,"IA","Johnson County",3,41.675,-91.585,NA,NA,NA
"control",19149,"IA","Plymouth County",3,42.735,-96.215,NA,NA,NA
"control",19169,"IA","Story County",3,42.035,-93.465,NA,NA,NA
"control",19183,"IA","Washington County",3,41.335,-91.715,NA,NA,NA
"control",19193,"IA","Woodbury County",3,42.395,-96.045,NA,NA,NA
"control",20043,"KS","Doniphan County",3,39.795,-95.145,NA,NA,NA
"control",20045,"KS","Douglas County",3,38.885,-95.295,NA,NA,NA
"control",20085,"KS","Jackson County",3,39.415,-95.795,NA,NA,NA
"control",20087,"KS","Jefferson County",3,39.235,-95.385,NA,NA,NA
"control",20139,"KS","Osage County",3,38.655,-95.725,NA,NA,NA
"control",20149,"KS","Pottawatomie County",3,39.385,-96.345,NA,NA,NA
"control",20161,"KS","Riley County",3,39.295,-96.735,NA,NA,NA
"control",20177,"KS","Shawnee County",3,39.045,-95.755,NA,NA,NA
"control",20197,"KS","Wabaunsee County",3,38.955,-96.205,NA,NA,NA
"control",21003,"KY","Allen County",3,36.755,-86.185,NA,NA,NA
"control",21031,"KY","Butler County",3,37.205,-86.675,NA,NA,NA
"control",21059,"KY","Daviess County",3,37.725,-87.085,NA,NA,NA
"control",21061,"KY","Edmonson County",3,37.215,-86.235,NA,NA,NA
"control",21091,"KY","Hancock County",3,37.845,-86.775,NA,NA,NA
"control",21093,"KY","Hardin County",3,37.705,-85.965,NA,NA,NA
"control",21123,"KY","Larue County",3,37.545,-85.695,NA,NA,NA
"control",21149,"KY","McLean County",3,37.535,-87.265,NA,NA,NA
"control",21163,"KY","Meade County",3,37.975,-86.215,NA,NA,NA
"control",21227,"KY","Warren County",3,36.995,-86.425,NA,NA,NA
"control",22019,"LA","Calcasieu Parish",3,30.235,-93.355,NA,NA,NA
"control",22023,"LA","Cameron Parish",3,29.875,-93.195,NA,NA,NA
"control",22043,"LA","Grant Parish",3,31.605,-92.555,NA,NA,NA
"control",22057,"LA","Lafourche Parish",3,29.565,-90.415,NA,NA,NA
"control",22073,"LA","Ouachita Parish",3,32.475,-92.155,NA,NA,NA
"control",22079,"LA","Rapides Parish",3,31.205,-92.535,NA,NA,NA
"control",22105,"LA","Tangipahoa Parish",3,30.625,-90.405,NA,NA,NA
"control",22109,"LA","Terrebonne Parish",3,29.415,-90.865,NA,NA,NA
"control",22111,"LA","Union Parish",3,32.835,-92.375,NA,NA,NA
"control",23001,"ME","Androscoggin County",3,44.165,-70.205,NA,NA,NA
"control",23019,"ME","Penobscot County",3,45.405,-68.655,NA,NA,NA
"control",24001,"MD","Allegany County",3,39.615,-78.695,NA,NA,NA
"control",24037,"MD","St. Mary's County",3,38.295,-76.605,NA,NA,NA
"control",25001,"MA","Barnstable County",3,41.725,-70.295,NA,NA,NA
"control",25003,"MA","Berkshire County",3,42.375,-73.205,NA,NA,NA
"control",26017,"MI","Bay County",3,43.705,-83.985,NA,NA,NA
"control",26021,"MI","Berrien County",3,41.955,-86.415,NA,NA,NA
"control",26025,"MI","Calhoun County",3,42.245,-85.005,NA,NA,NA
"control",26075,"MI","Jackson County",3,42.255,-84.425,NA,NA,NA
"control",26111,"MI","Midland County",3,43.645,-84.385,NA,NA,NA
"control",26115,"MI","Monroe County",3,41.935,-83.535,NA,NA,NA
"control",26121,"MI","Muskegon County",3,43.295,-86.145,NA,NA,NA
"control",26145,"MI","Saginaw County",3,43.335,-84.055,NA,NA,NA
"control",27009,"MN","Benton County",3,45.705,-93.995,NA,NA,NA
"control",27013,"MN","Blue Earth County",3,44.035,-94.065,NA,NA,NA
"control",27027,"MN","Clay County",3,46.895,-96.485,NA,NA,NA
"control",27039,"MN","Dodge County",3,44.025,-92.855,NA,NA,NA
"control",27045,"MN","Fillmore County",3,43.675,-92.085,NA,NA,NA
"control",27055,"MN","Houston County",3,43.675,-91.495,NA,NA,NA
"control",27103,"MN","Nicollet County",3,44.355,-94.245,NA,NA,NA
"control",27109,"MN","Olmsted County",3,44.005,-92.395,NA,NA,NA
"control",27119,"MN","Polk County",3,47.775,-96.395,NA,NA,NA
"control",27145,"MN","Stearns County",3,45.555,-94.615,NA,NA,NA
"control",27157,"MN","Wabasha County",3,44.285,-92.225,NA,NA,NA
"control",28035,"MS","Forrest County",3,31.195,-89.255,NA,NA,NA
"control",28073,"MS","Lamar County",3,31.205,-89.505,NA,NA,NA
"control",28111,"MS","Perry County",3,31.175,-88.995,NA,NA,NA
"control",29003,"MO","Andrew County",3,39.985,-94.795,NA,NA,NA
"control",29017,"MO","Bollinger County",3,37.325,-90.025,NA,NA,NA
"control",29019,"MO","Boone County",3,38.995,-92.305,NA,NA,NA
"control",29021,"MO","Buchanan County",3,39.655,-94.805,NA,NA,NA
"control",29027,"MO","Callaway County",3,38.835,-91.925,NA,NA,NA
"control",29031,"MO","Cape Girardeau County",3,37.385,-89.685,NA,NA,NA
"control",29051,"MO","Cole County",3,38.505,-92.275,NA,NA,NA
"control",29063,"MO","DeKalb County",3,39.895,-94.405,NA,NA,NA
"control",29097,"MO","Jasper County",3,37.205,-94.335,NA,NA,NA
"control",29135,"MO","Moniteau County",3,38.635,-92.585,NA,NA,NA
"control",29145,"MO","Newton County",3,36.905,-94.335,NA,NA,NA
"control",29151,"MO","Osage County",3,38.465,-91.855,NA,NA,NA
"control",30009,"MT","Carbon County",3,45.225,-109.025,NA,NA,NA
"control",30013,"MT","Cascade County",3,47.315,-111.345,NA,NA,NA
"control",30037,"MT","Golden Valley County",3,46.385,-109.175,NA,NA,NA
"control",30063,"MT","Missoula County",3,47.035,-113.925,NA,NA,NA
"control",30111,"MT","Yellowstone County",3,45.935,-108.275,NA,NA,NA
"control",31043,"NE","Dakota County",3,42.395,-96.565,NA,NA,NA
"control",31051,"NE","Dixon County",3,42.495,-96.865,NA,NA,NA
"control",31079,"NE","Hall County",3,40.875,-98.495,NA,NA,NA
"control",31081,"NE","Hamilton County",3,40.875,-98.025,NA,NA,NA
"control",31093,"NE","Howard County",3,41.225,-98.515,NA,NA,NA
"control",31121,"NE","Merrick County",3,41.175,-98.035,NA,NA,NA
"control",32510,"NV","Carson City",3,39.155,-119.745,NA,NA,NA
"control",34009,"NJ","Cape May County",3,39.155,-74.795,NA,NA,NA
"control",34011,"NJ","Cumberland County",3,39.375,-75.105,NA,NA,NA
"control",35013,"NM","Dona Ana County",3,32.355,-106.835,NA,NA,NA
"control",35045,"NM","San Juan County",3,36.515,-108.315,NA,NA,NA
"control",35049,"NM","Santa Fe County",3,35.505,-105.975,NA,NA,NA
"control",36015,"NY","Chemung County",3,42.145,-76.765,NA,NA,NA
"control",36045,"NY","Jefferson County",3,44.055,-75.935,NA,NA,NA
"control",36109,"NY","Tompkins County",3,42.455,-76.475,NA,NA,NA
"control",36111,"NY","Ulster County",3,41.895,-74.265,NA,NA,NA
"control",36113,"NY","Warren County",3,43.565,-73.845,NA,NA,NA
"control",36115,"NY","Washington County",3,43.315,-73.435,NA,NA,NA
"control",37001,"NC","Alamance County",3,36.045,-79.405,NA,NA,NA
"control",37049,"NC","Craven County",3,35.125,-77.095,NA,NA,NA
"control",37065,"NC","Edgecombe County",3,35.915,-77.595,NA,NA,NA
"control",37103,"NC","Jones County",3,35.025,-77.355,NA,NA,NA
"control",37127,"NC","Nash County",3,35.975,-77.985,NA,NA,NA
"control",37133,"NC","Onslow County",3,34.725,-77.425,NA,NA,NA
"control",37137,"NC","Pamlico County",3,35.145,-76.725,NA,NA,NA
"control",37147,"NC","Pitt County",3,35.595,-77.375,NA,NA,NA
"control",37191,"NC","Wayne County",3,35.365,-78.005,NA,NA,NA
"control",38015,"ND","Burleigh County",3,46.975,-100.465,NA,NA,NA
"control",38035,"ND","Grand Forks County",3,47.925,-97.455,NA,NA,NA
"control",38059,"ND","Morton County",3,46.715,-101.275,NA,NA,NA
"control",38065,"ND","Oliver County",3,47.115,-101.335,NA,NA,NA
"control",38085,"ND","Sioux County",3,46.115,-101.035,NA,NA,NA
"control",39003,"OH","Allen County",3,40.775,-84.105,NA,NA,NA
"control",39013,"OH","Belmont County",3,40.015,-80.985,NA,NA,NA
"control",39023,"OH","Clark County",3,39.915,-83.785,NA,NA,NA
"control",39081,"OH","Jefferson County",3,40.385,-80.765,NA,NA,NA
"control",39139,"OH","Richland County",3,40.775,-82.535,NA,NA,NA
"control",40031,"OK","Comanche County",3,34.655,-98.465,NA,NA,NA
"control",40033,"OK","Cotton County",3,34.295,-98.365,NA,NA,NA
"control",41003,"OR","Benton County",3,44.495,-123.425,NA,NA,NA
"control",41017,"OR","Deschutes County",3,43.915,-121.225,NA,NA,NA
"control",41029,"OR","Jackson County",3,42.435,-122.725,NA,NA,NA
"control",41033,"OR","Josephine County",3,42.365,-123.555,NA,NA,NA
